Diamond{index=293, carat=0.51, cut=Ideal, color=D, clarity=VVS1, depth=61.7, percentageOfWidth=56.0, cost=2797.0, length=5.12, width=5.16}
Diamond{index=382, carat=0.8, cut=Good, color=G, clarity=SI1, depth=62.7, percentageOfWidth=57.0, cost=2810.0, length=5.84, width=5.93}
Diamond{index=252, carat=0.81, cut=Good, color=G, clarity=SI2, depth=61.0, percentageOfWidth=61.0, cost=2789.0, length=5.94, width=5.99}
Diamond{index=146, carat=0.7, cut=Good, color=H, clarity=VVS2, depth=62.1, percentageOfWidth=64.0, cost=2767.0, length=5.62, width=5.65}
Diamond{index=38, carat=0.31, cut=Good, color=H, clarity=SI1, depth=64.0, percentageOfWidth=54.0, cost=402.0, length=4.29, width=4.31}
Diamond{index=75, carat=0.3, cut=Good, color=H, clarity=SI1, depth=63.7, percentageOfWidth=57.0, cost=554.0, length=4.28, width=4.26}
Diamond{index=401, carat=0.3, cut=Good, color=H, clarity=SI1, depth=63.8, percentageOfWidth=55.0, cost=554.0, length=4.26, width=4.2}
Diamond{index=45, carat=0.32, cut=Good, color=H, clarity=SI2, depth=63.1, percentageOfWidth=56.0, cost=403.0, length=4.34, width=4.37}
Diamond{index=48, carat=0.32, cut=Good, color=H, clarity=SI2, depth=63.8, percentageOfWidth=56.0, cost=403.0, length=4.36, width=4.38}
Diamond{index=429, carat=0.91, cut=Good, color=I, clarity=VS2, depth=64.3, percentageOfWidth=58.0, cost=2813.0, length=6.09, width=6.05}
Diamond{index=176, carat=0.83, cut=Good, color=I, clarity=VS2, depth=64.6, percentageOfWidth=54.0, cost=2774.0, length=5.85, width=5.88}
Diamond{index=512, carat=0.9, cut=Good, color=I, clarity=SI1, depth=63.8, percentageOfWidth=57.0, cost=2823.0, length=6.06, width=6.13}
Diamond{index=404, carat=0.32, cut=Good, color=I, clarity=SI1, depth=63.9, percentageOfWidth=55.0, cost=554.0, length=4.36, width=4.34}
Diamond{index=60, carat=0.3, cut=Good, color=I, clarity=SI1, depth=63.2, percentageOfWidth=55.0, cost=405.0, length=4.25, width=4.29}
Diamond{index=306, carat=0.9, cut=Good, color=I, clarity=SI2, depth=62.2, percentageOfWidth=59.0, cost=2800.0, length=6.07, width=6.11}
Diamond{index=21, carat=0.3, cut=Good, color=I, clarity=SI2, depth=63.3, percentageOfWidth=56.0, cost=351.0, length=4.26, width=4.3}
Diamond{index=500, carat=0.9, cut=Good, color=J, clarity=VS2, depth=64.0, percentageOfWidth=61.0, cost=2822.0, length=6.04, width=6.03}
Diamond{index=568, carat=0.9, cut=Good, color=J, clarity=SI1, depth=64.3, percentageOfWidth=63.0, cost=2832.0, length=6.05, width=6.01}
Diamond{index=11, carat=0.3, cut=Good, color=J, clarity=SI1, depth=64.0, percentageOfWidth=55.0, cost=339.0, length=4.25, width=4.28}
Diamond{index=18, carat=0.3, cut=Good, color=J, clarity=SI1, depth=63.4, percentageOfWidth=54.0, cost=351.0, length=4.23, width=4.29}
Diamond{index=19, carat=0.3, cut=Good, color=J, clarity=SI1, depth=63.8, percentageOfWidth=56.0, cost=351.0, length=4.23, width=4.26}
Diamond{index=5, carat=0.31, cut=Good, color=J, clarity=SI2, depth=63.3, percentageOfWidth=58.0, cost=335.0, length=4.34, width=4.35}
Diamond{index=357, carat=0.57, cut=Fair, color=E, clarity=VVS1, depth=58.7, percentageOfWidth=66.0, cost=2805.0, length=5.34, width=5.43}
Diamond{index=9, carat=0.22, cut=Fair, color=E, clarity=VS2, depth=65.1, percentageOfWidth=61.0, cost=337.0, length=3.87, width=3.78}
Diamond{index=299, carat=1.01, cut=Fair, color=E, clarity=SI2, depth=67.4, percentageOfWidth=60.0, cost=2797.0, length=6.19, width=6.05}
Diamond{index=444, carat=0.96, cut=Fair, color=E, clarity=SI2, depth=53.1, percentageOfWidth=63.0, cost=2815.0, length=6.73, width=6.65}
Diamond{index=92, carat=0.86, cut=Fair, color=E, clarity=SI2, depth=55.1, percentageOfWidth=69.0, cost=2757.0, length=6.45, width=6.33}
Diamond{index=242, carat=1.01, cut=Fair, color=E, clarity=I1, depth=64.5, percentageOfWidth=58.0, cost=2788.0, length=6.29, width=6.21}
Diamond{index=360, carat=0.74, cut=Fair, color=F, clarity=VS2, depth=61.1, percentageOfWidth=68.0, cost=2805.0, length=5.82, width=5.75}
Diamond{index=124, carat=0.7, cut=Fair, color=F, clarity=VS2, depth=64.5, percentageOfWidth=57.0, cost=2762.0, length=5.57, width=5.53}
Diamond{index=125, carat=0.7, cut=Fair, color=F, clarity=VS2, depth=65.3, percentageOfWidth=55.0, cost=2762.0, length=5.63, width=5.58}
Diamond{index=596, carat=0.82, cut=Fair, color=F, clarity=SI1, depth=64.9, percentageOfWidth=58.0, cost=2838.0, length=5.83, width=5.79}
Diamond{index=98, carat=0.96, cut=Fair, color=F, clarity=SI2, depth=66.3, percentageOfWidth=62.0, cost=2759.0, length=6.27, width=5.95}
Diamond{index=441, carat=0.95, cut=Fair, color=F, clarity=SI2, depth=56.0, percentageOfWidth=60.0, cost=2815.0, length=6.62, width=6.53}
Diamond{index=377, carat=1.2, cut=Fair, color=F, clarity=I1, depth=64.6, percentageOfWidth=56.0, cost=2809.0, length=6.73, width=6.66}
Diamond{index=297, carat=0.7, cut=Fair, color=G, clarity=VVS1, depth=58.8, percentageOfWidth=66.0, cost=2797.0, length=5.81, width=5.9}
Diamond{index=315, carat=0.76, cut=Fair, color=G, clarity=VS1, depth=59.0, percentageOfWidth=70.0, cost=2800.0, length=5.89, width=5.8}
Diamond{index=228, carat=0.84, cut=Fair, color=G, clarity=SI1, depth=55.1, percentageOfWidth=67.0, cost=2782.0, length=6.39, width=6.2}
Diamond{index=582, carat=0.9, cut=Fair, color=G, clarity=SI2, depth=65.3, percentageOfWidth=59.0, cost=2834.0, length=6.07, width=6.0}
Diamond{index=370, carat=1.0, cut=Fair, color=G, clarity=I1, depth=66.4, percentageOfWidth=59.0, cost=2808.0, length=6.16, width=6.09}
Diamond{index=473, carat=1.0, cut=Fair, color=H, clarity=SI2, depth=65.3, percentageOfWidth=62.0, cost=2818.0, length=6.34, width=6.12}
Diamond{index=205, carat=0.98, cut=Fair, color=H, clarity=SI2, depth=67.9, percentageOfWidth=60.0, cost=2777.0, length=6.05, width=5.97}
Diamond{index=129, carat=0.91, cut=Fair, color=H, clarity=SI2, depth=64.4, percentageOfWidth=57.0, cost=2763.0, length=6.11, width=6.09}
Diamond{index=130, carat=0.91, cut=Fair, color=H, clarity=SI2, depth=65.7, percentageOfWidth=60.0, cost=2763.0, length=6.03, width=5.99}
Diamond{index=527, carat=0.91, cut=Fair, color=H, clarity=SI2, depth=61.3, percentageOfWidth=67.0, cost=2825.0, length=6.24, width=6.19}
Diamond{index=515, carat=0.9, cut=Fair, color=H, clarity=SI2, depth=65.8, percentageOfWidth=54.0, cost=2823.0, length=6.05, width=5.98}
Diamond{index=353, carat=0.9, cut=Fair, color=I, clarity=SI1, depth=67.3, percentageOfWidth=59.0, cost=2804.0, length=5.93, width=5.84}
Diamond{index=386, carat=0.99, cut=Fair, color=I, clarity=SI2, depth=68.1, percentageOfWidth=56.0, cost=2811.0, length=6.21, width=6.06}
Diamond{index=385, carat=1.0, cut=Fair, color=J, clarity=VS2, depth=65.7, percentageOfWidth=59.0, cost=2811.0, length=6.14, width=6.07}
Diamond{index=440, carat=0.9, cut=Fair, color=J, clarity=VS2, depth=65.0, percentageOfWidth=56.0, cost=2815.0, length=6.08, width=6.04}
Diamond{index=424, carat=0.99, cut=Fair, color=J, clarity=SI1, depth=55.0, percentageOfWidth=61.0, cost=2812.0, length=6.72, width=6.67}
Diamond{index=256, carat=1.05, cut=Fair, color=J, clarity=SI2, depth=65.8, percentageOfWidth=59.0, cost=2789.0, length=6.41, width=6.27}
